City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
82,papatowai,-46.5619,169.4708,43.63,67,7,7.05,NZ,1684189342
83,malango,-2.9627,119.9001,64.85,96,95,2.75,ID,1684189343
84,san matias,-16.3667,-58.4,74.53,61,0,1.61,BO,1684189343
85,ushuaia,-54.8,-68.3,42.46,75,75,26.46,AR,1684189156
86,eten,-6.9081,-79.8642,82.65,61,20,12.66,PE,1684189343
87,georgetown,5.4112,100.3354,80.55,89,20,4.61,MY,1684189344
88,port mathurin,-19.6833,63.4167,77.92,75,31,16.67,MU,1684189344
89,palo santo,-25.5633,-59.3378,67.86,52,0,5.99,AR,1684189344
90,ribeira grande,38.5167,-28.7,65.77,94,85,5.99,PT,1684189344
91,minas de marcona,-15.2119,-75.1103,63.64,73,12,12.08,PE,1684189344
92,port lincoln,-34.7333,135.8667,58.68,80,43,7.83,AU,1684189345
93,vsetin,49.3387,17.9962,48.85,97,100,3.62,CZ,1684189345
94,buritis,-15.6178,-46.4233,78.75,43,9,3.76,BR,1684189150
95,palmer,42.1584,-72.3287,72.21,28,75,10.36,US,1684189313
96,morristown,36.214,-83.2949,77.72,74,100,4.65,US,1684189345
97,udachny,66.4167,112.4,34.45,80,95,2.04,RU,1684189346
98,kitale,1.0157,35.0062,55.71,90,81,0.47,KE,1684189346
99,kruisfontein,-34.0033,24.7314,48.88,85,6,3.33,ZA,1684189346
100,hamilton,39.1834,-84.5333,75.78,59,0,9.22,US,1684189065
101,mandalgovi,45.7625,106.2708,37.44,64,0,17.65,MN,1684189346
102,san antonio de pale,-1.4014,5.6325,82.06,82,94,14.94,GQ,1684189347
103,loreto,22.2667,-101.9667,76.01,21,74,1.63,MX,1684189347
104,tochio-honcho,37.4667,139.0,62.55,83,4,1.01,JP,1684189347
105,albany,42.6001,-73.9662,71.37,32,69,1.01,US,1684188999
106,salinopolis,-0.6136,-47.3561,81.14,81,27,11.56,BR,1684189347
107,saipan,15.1355,145.701,82.65,100,40,7.0,MP,1684189347
108,kavarna,43.4333,28.3333,56.28,85,100,7.61,BG,1684189348
109,sechura,-5.5569,-80.8222,83.95,57,66,13.91,PE,1684189349
110,paracuru,-3.41,-39.0306,83.1,85,7,9.19,BR,1684189350
111,lompoc,34.6391,-120.4579,80.69,81,100,8.05,US,1684189258
112,korla,41.7597,86.1469,67.82,34,5,11.3,CN,1684189351
113,polyarnyy,69.1989,33.4478,47.61,77,43,12.44,RU,1684189351
114,berezovo,63.9381,65.0419,37.49,70,80,13.69,RU,1684189351
115,cloverdale,38.8055,-123.0172,85.12,49,0,7.0,US,1684189352
116,sinjai,-5.1241,120.253,74.19,91,94,4.16,ID,1684189352
117,thompson,55.7435,-97.8558,68.16,34,20,17.27,CA,1684189352
118,sorong,-0.8833,131.25,81.27,82,85,8.5,ID,1684189352
119,maicao,11.3832,-72.2432,83.64,70,100,7.31,CO,1684189353
120,sao vicente,-23.9631,-46.3919,71.78,26,100,1.68,BR,1684189218
121,gadzhiyevo,69.2551,33.3362,46.53,78,40,12.48,RU,1684189353
122,aden,12.7794,45.0367,86.49,71,6,10.56,YE,1684189126
123,suntar,62.1444,117.6319,38.05,68,75,3.15,RU,1684189353
124,la'ie,21.6477,-157.9253,82.36,61,28,10.02,US,1684189354
125,vitebsk,55.1905,30.2033,55.42,68,64,12.1,BY,1684189354
126,aras-asan,8.8908,126.3033,78.08,87,79,3.98,PH,1684189354
127,westport,41.1415,-73.3579,77.27,33,0,16.11,US,1684189354
128,ola,59.5833,151.2833,44.15,55,89,11.65,RU,1684189355
129,karaton,-6.3424,106.1045,73.26,92,14,1.97,ID,1684189355
130,sale,34.0389,-6.8166,63.75,100,0,0.0,MA,1684189355
131,rudsar,37.1376,50.288,55.87,90,89,2.1,IR,1684189355
132,mejit,10.2753,170.8646,81.57,78,88,17.72,MH,1684189355
133,gilgit,35.9221,74.3087,61.65,49,6,3.0,PK,1684189356
134,juan griego,11.0817,-63.9655,80.15,81,100,12.57,VE,1684189356
135,kikwit,-5.041,18.8162,73.22,91,99,1.86,CD,1684189356
136,aykhal,66.0,111.5,26.15,91,74,3.22,RU,1684189356
137,woolgoolga,-30.1106,153.2007,61.03,94,100,8.68,AU,1684189356
138,namibe,-15.1961,12.1522,70.7,74,78,7.31,AO,1684189357
139,jasper,37.2001,-94.3502,71.46,93,100,1.99,US,1684189150
140,merizo village,13.2658,144.6691,84.97,90,86,11.95,GU,1684189357
141,kyshtovka,56.555,76.6271,43.09,48,89,7.0,RU,1684189331
142,itaituba,-4.2761,-55.9836,77.18,95,83,1.63,BR,1684189357
143,chui,-33.6971,-53.4616,58.44,81,92,7.25,UY,1684189170
144,castillos,-34.1667,-53.8333,56.17,83,59,5.5,UY,1684189358
145,brookings,44.3114,-96.7984,73.11,43,0,4.61,US,1684189358
146,paita,-5.0892,-81.1144,78.58,72,86,14.63,PE,1684189358
147,beroroha,-21.6667,45.1667,66.76,83,0,2.73,MG,1684189358
148,bad durrenberg,51.3,12.0667,56.01,76,0,8.05,DE,1684189359
149,weno,7.4515,151.8468,84.15,89,100,3.44,FM,1684189359
150,kill devil hills,36.0307,-75.676,66.22,60,0,5.75,US,1684189359
151,ancud,-41.8697,-73.8203,54.37,94,100,17.56,CL,1684189301
152,khash,28.2211,61.2158,74.75,10,91,4.12,IR,1684189360
153,karratha,-20.7377,116.8463,67.33,34,19,8.61,AU,1684189360
154,andergrove,-21.0833,149.1833,71.65,81,89,7.16,AU,1684189095
155,chulucanas,-5.0925,-80.1625,88.5,52,78,5.61,PE,1684189360
156,kavaratti,10.5669,72.642,84.49,72,94,8.48,IN,1684189360
157,dreieich,50.0,8.7,58.06,76,0,11.5,DE,1684189361
158,hermanus,-34.4187,19.2345,55.78,83,19,7.09,ZA,1684189361
159,uturoa,-16.7333,-151.4333,81.27,73,2,4.74,PF,1684189361
160,zapala,-38.8992,-70.0544,62.31,27,100,5.32,AR,1684189361
161,akjoujt,19.6969,-14.4164,86.49,29,59,21.27,MR,1684189362
162,glace bay,46.1969,-59.957,59.9,50,75,8.05,CA,1684189362
163,keflavik,64.0049,-22.5624,37.83,70,0,2.3,IS,1684189362
164,kodiak,57.79,-152.4072,44.11,81,100,14.97,US,1684189362
165,margate,51.3813,1.3862,50.88,71,5,4.0,GB,1684189342
166,vila franca do campo,37.7167,-25.4333,64.81,79,31,3.4,PT,1684189363
167,kavala,40.9397,24.4019,66.85,60,100,4.43,GR,1684189363
168,ijebu-ife,6.7784,4.0339,75.83,94,94,3.8,NG,1684189363
169,atafu village,-8.5421,-172.5159,82.92,78,77,7.23,TK,1684189363
170,tougue,11.4667,-11.6,75.11,74,83,7.47,GN,1684189363
171,blankenberge,51.3131,3.1323,49.95,66,46,5.99,BE,1684189364
172,chonchi,-42.6128,-73.8092,54.61,93,100,7.67,CL,1684189364
173,prince rupert,54.3161,-130.3201,73.49,50,0,11.5,CA,1684189364
174,al jawf,29.5,38.75,77.94,14,77,8.93,SA,1684189364
175,anadyr,64.75,177.4833,21.7,79,0,8.95,RU,1684189364
176,lerwick,60.1545,-1.1494,48.2,86,52,13.82,GB,1684189365
177,nuuk,64.1835,-51.7216,39.81,81,75,12.66,GL,1684189365
178,badger,64.8,-147.5333,64.65,28,75,14.97,US,1684189365
179,howrah,22.5892,88.3103,77.0,83,40,3.44,IN,1684189365
180,rongelap,11.1635,166.8941,81.52,77,100,15.46,MH,1684189366
181,holualoa,19.6228,-155.9522,79.56,73,40,13.8,US,1684189366
182,east london,-33.0153,27.9116,58.53,81,0,4.52,ZA,1684189111
183,fort bragg,35.139,-79.006,81.95,32,75,5.75,US,1684189366
184,goondiwindi,-28.55,150.3167,60.39,86,77,8.55,AU,1684189366
185,college,64.8569,-147.8028,64.72,28,75,14.97,US,1684189367
186,harar,9.3094,42.1258,60.49,88,39,4.07,ET,1684189367
187,saldanha,-33.0117,17.9442,53.65,86,3,11.12,ZA,1684189367
188,macau,22.2006,113.5461,75.85,94,40,5.75,MO,1684189367
189,timbuktu,16.7735,-3.0074,94.71,28,90,8.99,ML,1684189367
190,almeirim,-1.5233,-52.5817,78.49,90,93,3.4,BR,1684189368
191,nishinoomote,30.7333,131.0,70.38,71,0,9.86,JP,1684189368
192,touros,-5.1989,-35.4608,77.31,90,14,10.63,BR,1684189368
193,altar,30.7,-111.8167,95.14,13,0,11.41,MX,1684189368
194,laguna,38.421,-121.4238,91.35,37,0,5.75,US,1684189326
195,chibougamau,49.9168,-74.3659,55.02,58,75,17.27,CA,1684189369
196,afaahiti,-17.75,-149.2833,85.87,76,21,5.73,PF,1684189369
197,michurinsk,52.8978,40.4907,46.8,81,34,5.79,RU,1684189369
198,port elizabeth,-33.918,25.5701,52.32,91,0,4.61,ZA,1684189369
199,awjilah,29.1081,21.2869,84.47,15,82,12.5,LY,1684189369
200,nowa ruda,50.5801,16.5016,52.29,96,43,6.93,PL,1684189370
201,bardai,11.65,7.2333,86.76,39,100,9.17,NG,1684189370
202,tofol,5.3248,163.0078,85.78,74,75,3.44,FM,1684189370
203,iskateley,67.6803,53.1512,31.87,98,75,4.36,RU,1684189295
204,kushalgarh,23.199,74.4507,84.18,65,0,14.23,IN,1684189370
205,klyuchi,52.2667,79.1667,48.51,64,14,5.97,RU,1684189371
206,puerto colombia,10.9878,-74.9547,87.89,80,100,7.4,CO,1684189371
207,mount gambier,-37.8333,140.7667,51.53,74,91,8.32,AU,1684189372
208,arno,60.1167,18.6333,49.39,74,100,6.98,SE,1684189372
209,sao jose da coroa grande,-8.8978,-35.1478,78.22,82,72,6.6,BR,1684189372
210,kerikeri,-35.2268,173.9474,60.91,94,24,1.01,NZ,1684189196
211,vilyuchinsk,52.9306,158.4028,50.27,80,18,3.69,RU,1684189374
212,porto belo,-27.1578,-48.5531,69.17,73,71,1.59,BR,1684189374
213,enewetak,11.3474,162.3373,81.72,78,79,17.11,MH,1684189374
214,taoudenni,22.6783,-3.9836,89.1,10,37,12.59,ML,1684189375
215,kashin,57.3592,37.6081,49.46,73,7,4.88,RU,1684189375
216,ghat,24.9647,10.1728,73.69,15,0,12.68,LY,1684189375
217,alo,7.4178,6.7371,80.08,80,31,5.73,NG,1684189381
218,egilsstadir,65.2653,-14.3948,30.11,64,75,9.22,IS,1684189381
219,porto novo,6.4965,2.6036,78.55,81,100,7.47,BJ,1684189285
220,portland,45.5234,-122.6762,91.38,34,40,6.91,US,1684189364
221,ivdel',60.6911,60.4206,44.35,78,39,4.21,RU,1684189382
222,taroa,8.7058,171.2275,81.81,80,98,16.89,MH,1684189382
223,el calafate,-50.3408,-72.2768,45.52,94,74,2.89,AR,1684189382
224,cananeia,-25.0147,-47.9267,65.52,78,75,1.52,BR,1684189383
225,lazaro cardenas,17.9583,-102.2,86.7,53,0,10.54,MX,1684189383
226,kalavad,22.2167,70.3833,82.4,77,6,12.97,IN,1684189383
227,tahe,52.3333,124.7333,39.78,68,23,9.57,CN,1684189383
228,sumbe,-11.2061,13.8437,75.51,87,48,6.73,AO,1684189383
229,tazacorte,28.629,-17.9293,68.97,79,100,18.41,ES,1684189384
230,nadym,65.5333,72.5167,28.47,88,93,20.15,RU,1684189384
231,hithadhoo,-0.6,73.0833,83.14,80,98,17.58,MV,1684189384
232,tromso,69.6496,18.957,46.42,81,75,4.61,NO,1684189384
233,avanigadda,16.0215,80.9181,91.54,27,61,4.12,IN,1684189384
234,alamosa,37.4695,-105.87,66.18,32,0,9.22,US,1684189385
235,ichchapuram,19.1167,84.7,81.57,91,35,7.54,IN,1684189385
236,pandan,14.0453,124.1694,79.9,86,55,5.41,PH,1684189385
237,pangody,65.85,74.4859,26.53,93,98,17.69,RU,1684189385
238,twentynine palms,34.1356,-116.0542,96.13,11,41,8.01,US,1684189386
239,king city,36.2127,-121.126,89.89,22,8,0.85,US,1684189386
240,bubaque,11.2833,-15.8333,79.9,72,100,17.52,GW,1684189386
241,faro,37.0194,-7.9322,70.18,52,0,13.8,PT,1684189386
242,huinan,42.6225,126.2614,63.01,74,37,10.51,CN,1684189387
243,erenhot,43.6475,111.9767,60.4,41,100,23.29,CN,1684189387
244,gisborne,-38.6533,178.0042,54.05,71,63,3.8,NZ,1684189388
245,canutama,-6.5339,-64.3831,78.51,89,97,0.02,BR,1684189388
246,aitape,-3.1374,142.3475,81.43,81,77,3.56,PG,1684189388
247,isafjordur,66.0755,-23.124,32.59,73,71,7.05,IS,1684189388
248,dunedin,-45.8742,170.5036,52.81,66,0,5.99,NZ,1684189388
249,anina,45.0794,21.8569,58.15,95,98,6.53,RO,1684189389
250,tadine,-21.55,167.8833,75.22,64,84,16.6,NC,1684189389
251,cavelossim,15.1726,73.9419,80.78,84,100,5.75,IN,1684189389
252,roma,43.2128,-75.4557,68.72,22,0,20.71,US,1684189264
253,malabar,-33.9667,151.25,55.69,90,0,8.05,AU,1684189390
254,sumbawa besar,-8.5,117.4333,66.78,90,9,4.65,ID,1684189390
